  
 Print of DATAOBJECT Table in situation STEP_2 of component DFLT_COMP
 ====================================================================
  
 > Complex eigenvalues and frequencies in component system (Table CVALTAB.DISP)
 ----------------------------------------------------------------------------------------------------------
       Row       Frequency   Real(Lambda) Imag(Lambda) Damp.Coeff.   Circ.Freq   Eq.Dmp.Ratio  Ref.Freq.
            199  4.87964E+03 -5.42766E+03  3.06597E+04 -5.42766E+03  3.06597E+04  1.74319E-01  0.00000E+00
            200 -4.87964E+03 -5.42766E+03 -3.06597E+04 -5.42766E+03 -3.06597E+04  1.74319E-01  0.00000E+00
            201  5.04542E+03 -5.81534E+03  3.17013E+04 -5.81534E+03  3.17013E+04  1.80431E-01  0.00000E+00
            202 -5.04542E+03 -5.81534E+03 -3.17013E+04 -5.81534E+03 -3.17013E+04  1.80431E-01  0.00000E+00
            203  5.21737E+03 -6.23312E+03  3.27817E+04 -6.23312E+03  3.27817E+04  1.86794E-01  0.00000E+00
            204 -5.21737E+03 -6.23312E+03 -3.27817E+04 -6.23312E+03 -3.27817E+04  1.86794E-01  0.00000E+00
            205  5.30034E+03 -6.44052E+03  3.33030E+04 -6.44052E+03  3.33030E+04  1.89873E-01  0.00000E+00
            206 -5.30034E+03 -6.44052E+03 -3.33030E+04 -6.44052E+03 -3.33030E+04  1.89873E-01  0.00000E+00
            207  5.31371E+03 -6.47427E+03  3.33870E+04 -6.47427E+03  3.33870E+04  1.90370E-01  0.00000E+00
            208 -5.31371E+03 -6.47427E+03 -3.33870E+04 -6.47427E+03 -3.33870E+04  1.90370E-01  0.00000E+00
            209  5.33688E+03 -6.53303E+03  3.35326E+04 -6.53303E+03  3.35326E+04  1.91231E-01  0.00000E+00
            210 -5.33688E+03 -6.53303E+03 -3.35326E+04 -6.53303E+03 -3.35326E+04  1.91231E-01  0.00000E+00
            211  5.36529E+03 -6.60549E+03  3.37111E+04 -6.60549E+03  3.37111E+04  1.92288E-01  0.00000E+00
            212 -5.36529E+03 -6.60549E+03 -3.37111E+04 -6.60549E+03 -3.37111E+04  1.92288E-01  0.00000E+00
            213  5.39665E+03 -6.68601E+03  3.39082E+04 -6.68601E+03  3.39082E+04  1.93455E-01  0.00000E+00
            214 -5.39665E+03 -6.68601E+03 -3.39082E+04 -6.68601E+03 -3.39082E+04  1.93455E-01  0.00000E+00
            215  5.40838E+03 -6.71625E+03  3.39818E+04 -6.71625E+03  3.39818E+04  1.93892E-01  0.00000E+00
            216 -5.40838E+03 -6.71625E+03 -3.39818E+04 -6.71625E+03 -3.39818E+04  1.93892E-01  0.00000E+00
            217  5.45994E+03 -6.85015E+03  3.43058E+04 -6.85015E+03  3.43058E+04  1.95813E-01  0.00000E+00
            218 -5.45994E+03 -6.85015E+03 -3.43058E+04 -6.85015E+03 -3.43058E+04  1.95813E-01  0.00000E+00
            219  5.51126E+03 -6.98488E+03  3.46282E+04 -6.98488E+03  3.46282E+04  1.97728E-01  0.00000E+00
            220 -5.51126E+03 -6.98488E+03 -3.46282E+04 -6.98488E+03 -3.46282E+04  1.97728E-01  0.00000E+00
            221  5.57946E+03 -7.16624E+03  3.50568E+04 -7.16624E+03  3.50568E+04  2.00277E-01  0.00000E+00
            222 -5.57946E+03 -7.16624E+03 -3.50568E+04 -7.16624E+03 -3.50568E+04  2.00277E-01  0.00000E+00
            223  5.58015E+03 -7.16810E+03  3.50611E+04 -7.16810E+03  3.50611E+04  2.00303E-01  0.00000E+00
            224 -5.58015E+03 -7.16810E+03 -3.50611E+04 -7.16810E+03 -3.50611E+04  2.00303E-01  0.00000E+00
            225  5.65627E+03 -7.37367E+03  3.55394E+04 -7.37367E+03  3.55394E+04  2.03152E-01  0.00000E+00
            226 -5.65627E+03 -7.37367E+03 -3.55394E+04 -7.37367E+03 -3.55394E+04  2.03152E-01  0.00000E+00
            227  5.72333E+03 -7.55752E+03  3.59607E+04 -7.55752E+03  3.59607E+04  2.05668E-01  0.00000E+00
            228 -5.72333E+03 -7.55752E+03 -3.59607E+04 -7.55752E+03 -3.59607E+04  2.05668E-01  0.00000E+00
            229  5.77635E+03 -7.70472E+03  3.62939E+04 -7.70472E+03  3.62939E+04  2.07659E-01  0.00000E+00
            230 -5.77635E+03 -7.70472E+03 -3.62939E+04 -7.70472E+03 -3.62939E+04  2.07659E-01  0.00000E+00
            231  5.81723E+03 -7.81932E+03  3.65508E+04 -7.81932E+03  3.65508E+04  2.09197E-01  0.00000E+00
            232 -5.81723E+03 -7.81932E+03 -3.65508E+04 -7.81932E+03 -3.65508E+04  2.09197E-01  0.00000E+00
            233  5.91390E+03 -8.09417E+03  3.71581E+04 -8.09417E+03  3.71581E+04  2.12839E-01  0.00000E+00
            234 -5.91390E+03 -8.09417E+03 -3.71581E+04 -8.09417E+03 -3.71581E+04  2.12839E-01  0.00000E+00
            235  5.95205E+03 -8.20415E+03  3.73978E+04 -8.20415E+03  3.73978E+04  2.14279E-01  0.00000E+00
            236 -5.95205E+03 -8.20415E+03 -3.73978E+04 -8.20415E+03 -3.73978E+04  2.14279E-01  0.00000E+00
            237  6.01992E+03 -8.40193E+03  3.78243E+04 -8.40193E+03  3.78243E+04  2.16845E-01  0.00000E+00
            238 -6.01992E+03 -8.40193E+03 -3.78243E+04 -8.40193E+03 -3.78243E+04  2.16845E-01  0.00000E+00
            239  6.10374E+03 -8.64996E+03  3.83509E+04 -8.64996E+03  3.83509E+04  2.20021E-01  0.00000E+00
            240 -6.10374E+03 -8.64996E+03 -3.83509E+04 -8.64996E+03 -3.83509E+04  2.20021E-01  0.00000E+00
            241  6.16018E+03 -8.81933E+03  3.87055E+04 -8.81933E+03  3.87055E+04  2.22163E-01  0.00000E+00
            242 -6.16018E+03 -8.81933E+03 -3.87055E+04 -8.81933E+03 -3.87055E+04  2.22163E-01  0.00000E+00
            243  6.22249E+03 -9.00856E+03  3.90971E+04 -9.00856E+03  3.90971E+04  2.24532E-01  0.00000E+00
            244 -6.22249E+03 -9.00856E+03 -3.90971E+04 -9.00856E+03 -3.90971E+04  2.24532E-01  0.00000E+00
            245  6.33727E+03 -9.36333E+03  3.98182E+04 -9.36333E+03  3.98182E+04  2.28908E-01  0.00000E+00
            246 -6.33727E+03 -9.36333E+03 -3.98182E+04 -9.36333E+03 -3.98182E+04  2.28908E-01  0.00000E+00
            247  6.34018E+03 -9.37243E+03  3.98365E+04 -9.37243E+03  3.98365E+04  2.29019E-01  0.00000E+00
            248 -6.34018E+03 -9.37243E+03 -3.98365E+04 -9.37243E+03 -3.98365E+04  2.29019E-01  0.00000E+00
            249  6.46139E+03 -9.75608E+03  4.05981E+04 -9.75608E+03  4.05981E+04  2.33657E-01  0.00000E+00
            250 -6.46139E+03 -9.75608E+03 -4.05981E+04 -9.75608E+03 -4.05981E+04  2.33657E-01  0.00000E+00
            251  6.51523E+03 -9.92943E+03  4.09364E+04 -9.92943E+03  4.09364E+04  2.35722E-01  0.00000E+00
            252 -6.51523E+03 -9.92943E+03 -4.09364E+04 -9.92943E+03 -4.09364E+04  2.35722E-01  0.00000E+00
            253  6.58802E+03 -1.01667E+04  4.13938E+04 -1.01667E+04  4.13938E+04  2.38520E-01  0.00000E+00
            254 -6.58802E+03 -1.01667E+04 -4.13938E+04 -1.01667E+04 -4.13938E+04  2.38520E-01  0.00000E+00
            255  6.67918E+03 -1.04686E+04  4.19665E+04 -1.04686E+04  4.19665E+04  2.42034E-01  0.00000E+00
            256 -6.67918E+03 -1.04686E+04 -4.19665E+04 -1.04686E+04 -4.19665E+04  2.42034E-01  0.00000E+00
            257  6.72819E+03 -1.06331E+04  4.22745E+04 -1.06331E+04  4.22745E+04  2.43927E-01  0.00000E+00
            258 -6.72819E+03 -1.06331E+04 -4.22745E+04 -1.06331E+04 -4.22745E+04  2.43927E-01  0.00000E+00
            259  6.81876E+03 -1.09412E+04  4.28435E+04 -1.09412E+04  4.28435E+04  2.47434E-01  0.00000E+00
            260 -6.81876E+03 -1.09412E+04 -4.28435E+04 -1.09412E+04 -4.28435E+04  2.47434E-01  0.00000E+00
            261  6.88935E+03 -1.11850E+04  4.32871E+04 -1.11850E+04  4.32871E+04  2.50175E-01  0.00000E+00
            262 -6.88935E+03 -1.11850E+04 -4.32871E+04 -1.11850E+04 -4.32871E+04  2.50175E-01  0.00000E+00
            263  6.94893E+03 -1.13934E+04  4.36614E+04 -1.13934E+04  4.36614E+04  2.52493E-01  0.00000E+00
            264 -6.94893E+03 -1.13934E+04 -4.36614E+04 -1.13934E+04 -4.36614E+04  2.52493E-01  0.00000E+00
            265  7.05402E+03 -1.17666E+04  4.43217E+04 -1.17666E+04  4.43217E+04  2.56594E-01  0.00000E+00
            266 -7.05402E+03 -1.17666E+04 -4.43217E+04 -1.17666E+04 -4.43217E+04  2.56594E-01  0.00000E+00
            267  7.07649E+03 -1.18474E+04  4.44629E+04 -1.18474E+04  4.44629E+04  2.57472E-01  0.00000E+00
            268 -7.07649E+03 -1.18474E+04 -4.44629E+04 -1.18474E+04 -4.44629E+04  2.57472E-01  0.00000E+00
            269  7.20200E+03 -1.23049E+04  4.52515E+04 -1.23049E+04  4.52515E+04  2.62394E-01  0.00000E+00
            270 -7.20200E+03 -1.23049E+04 -4.52515E+04 -1.23049E+04 -4.52515E+04  2.62394E-01  0.00000E+00
            271  7.21291E+03 -1.23452E+04  4.53201E+04 -1.23452E+04  4.53201E+04  2.62823E-01  0.00000E+00
            272 -7.21291E+03 -1.23452E+04 -4.53201E+04 -1.23452E+04 -4.53201E+04  2.62823E-01  0.00000E+00
            273  7.32489E+03 -1.27633E+04  4.60236E+04 -1.27633E+04  4.60236E+04  2.67235E-01  0.00000E+00
            274 -7.32489E+03 -1.27633E+04 -4.60236E+04 -1.27633E+04 -4.60236E+04  2.67235E-01  0.00000E+00
            275  7.36288E+03 -1.29072E+04  4.62623E+04 -1.29072E+04  4.62623E+04  2.68737E-01  0.00000E+00
            276 -7.36288E+03 -1.29072E+04 -4.62623E+04 -1.29072E+04 -4.62623E+04  2.68737E-01  0.00000E+00
            277  7.44433E+03 -1.32191E+04  4.67741E+04 -1.32191E+04  4.67741E+04  2.71963E-01  0.00000E+00
            278 -7.44433E+03 -1.32191E+04 -4.67741E+04 -1.32191E+04 -4.67741E+04  2.71963E-01  0.00000E+00
            279  7.50177E+03 -1.34418E+04  4.71350E+04 -1.34418E+04  4.71350E+04  2.74244E-01  0.00000E+00
            280 -7.50177E+03 -1.34418E+04 -4.71350E+04 -1.34418E+04 -4.71350E+04  2.74244E-01  0.00000E+00
            281  7.55951E+03 -1.36682E+04  4.74978E+04 -1.36682E+04  4.74978E+04  2.76542E-01  0.00000E+00
            282 -7.55951E+03 -1.36682E+04 -4.74978E+04 -1.36682E+04 -4.74978E+04  2.76542E-01  0.00000E+00
            283  7.62763E+03 -1.39383E+04  4.79258E+04 -1.39383E+04  4.79258E+04  2.79260E-01  0.00000E+00
            284 -7.62763E+03 -1.39383E+04 -4.79258E+04 -1.39383E+04 -4.79258E+04  2.79260E-01  0.00000E+00
            285  7.66971E+03 -1.41069E+04  4.81902E+04 -1.41069E+04  4.81902E+04  2.80943E-01  0.00000E+00
            286 -7.66971E+03 -1.41069E+04 -4.81902E+04 -1.41069E+04 -4.81902E+04  2.80943E-01  0.00000E+00
            287  7.73900E+03 -1.43873E+04  4.86255E+04 -1.43873E+04  4.86255E+04  2.83721E-01  0.00000E+00
            288 -7.73900E+03 -1.43873E+04 -4.86255E+04 -1.43873E+04 -4.86255E+04  2.83721E-01  0.00000E+00
            289  7.77385E+03 -1.45297E+04  4.88445E+04 -1.45297E+04  4.88445E+04  2.85121E-01  0.00000E+00
            290 -7.77385E+03 -1.45297E+04 -4.88445E+04 -1.45297E+04 -4.88445E+04  2.85121E-01  0.00000E+00
            291  7.83600E+03 -1.47859E+04  4.92351E+04 -1.47859E+04  4.92351E+04  2.87623E-01  0.00000E+00
            292 -7.83600E+03 -1.47859E+04 -4.92351E+04 -1.47859E+04 -4.92351E+04  2.87623E-01  0.00000E+00
            293  7.86940E+03 -1.49248E+04  4.94449E+04 -1.49248E+04  4.94449E+04  2.88970E-01  0.00000E+00
            294 -7.86940E+03 -1.49248E+04 -4.94449E+04 -1.49248E+04 -4.94449E+04  2.88970E-01  0.00000E+00
            295  7.91972E+03 -1.51357E+04  4.97611E+04 -1.51357E+04  4.97611E+04  2.91004E-01  0.00000E+00
            296 -7.91972E+03 -1.51357E+04 -4.97611E+04 -1.51357E+04 -4.97611E+04  2.91004E-01  0.00000E+00
            297  7.95316E+03 -1.52769E+04  4.99712E+04 -1.52769E+04  4.99712E+04  2.92358E-01  0.00000E+00
            298 -7.95316E+03 -1.52769E+04 -4.99712E+04 -1.52769E+04 -4.99712E+04  2.92358E-01  0.00000E+00
            299  7.99057E+03 -1.54360E+04  5.02063E+04 -1.54360E+04  5.02063E+04  2.93875E-01  0.00000E+00
            300 -7.99057E+03 -1.54360E+04 -5.02063E+04 -1.54360E+04 -5.02063E+04  2.93875E-01  0.00000E+00
            301  8.02284E+03 -1.55740E+04  5.04090E+04 -1.55740E+04  5.04090E+04  2.95186E-01  0.00000E+00
            302 -8.02284E+03 -1.55740E+04 -5.04090E+04 -1.55740E+04 -5.04090E+04  2.95186E-01  0.00000E+00
            303  8.04831E+03 -1.56835E+04  5.05690E+04 -1.56835E+04  5.05690E+04  2.96221E-01  0.00000E+00
            304 -8.04831E+03 -1.56835E+04 -5.05690E+04 -1.56835E+04 -5.05690E+04  2.96221E-01  0.00000E+00
            305  8.07728E+03 -1.58087E+04  5.07510E+04 -1.58087E+04  5.07510E+04  2.97401E-01  0.00000E+00
            306 -8.07728E+03 -1.58087E+04 -5.07510E+04 -1.58087E+04 -5.07510E+04  2.97401E-01  0.00000E+00
            307  8.09255E+03 -1.58750E+04  5.08470E+04 -1.58750E+04  5.08470E+04  2.98023E-01  0.00000E+00
            308 -8.09255E+03 -1.58750E+04 -5.08470E+04 -1.58750E+04 -5.08470E+04  2.98023E-01  0.00000E+00
            309  8.11601E+03 -1.59771E+04  5.09944E+04 -1.59771E+04  5.09944E+04  2.98980E-01  0.00000E+00
            310 -8.11601E+03 -1.59771E+04 -5.09944E+04 -1.59771E+04 -5.09944E+04  2.98980E-01  0.00000E+00
            311  8.12325E+03 -1.60088E+04  5.10399E+04 -1.60088E+04  5.10399E+04  2.99276E-01  0.00000E+00
            312 -8.12325E+03 -1.60088E+04 -5.10399E+04 -1.60088E+04 -5.10399E+04  2.99276E-01  0.00000E+00
            313  8.13907E+03 -1.60780E+04  5.11393E+04 -1.60780E+04  5.11393E+04  2.99922E-01  0.00000E+00
            314 -8.13907E+03 -1.60780E+04 -5.11393E+04 -1.60780E+04 -5.11393E+04  2.99922E-01  0.00000E+00
            315  8.14098E+03 -1.60863E+04  5.11513E+04 -1.60863E+04  5.11513E+04  3.00000E-01  0.00000E+00
            316 -8.14098E+03 -1.60863E+04 -5.11513E+04 -1.60863E+04 -5.11513E+04  3.00000E-01  0.00000E+00
 ----------------------------------------------------------------------------------------------------------
  
