"Time";"N101,u"
 0.000000E+00 ; 0.000000E+00
 1.000000E-04 ; 7.995795E-04
 2.000000E-04 ; 1.598229E-03
 3.000000E-04 ; 2.395630E-03
 4.000000E-04 ; 3.191092E-03
 5.000000E-04 ; 3.983372E-03
 6.000000E-04 ; 4.770510E-03
 7.000000E-04 ; 5.549665E-03
 8.000000E-04 ; 6.316985E-03
 9.000000E-04 ; 7.067503E-03
 1.000000E-03 ; 7.795087E-03
 1.100000E-03 ; 8.492453E-03
 1.200000E-03 ; 9.151266E-03
 1.300000E-03 ; 9.762339E-03
 1.400000E-03 ; 1.031593E-02
 1.500000E-03 ; 1.080215E-02
 1.600000E-03 ; 1.121144E-02
 1.700000E-03 ; 1.153512E-02
 1.800000E-03 ; 1.176593E-02
 1.900000E-03 ; 1.189850E-02
 2.000000E-03 ; 1.192975E-02
 2.100000E-03 ; 1.185911E-02
 2.200000E-03 ; 1.168855E-02
 2.300000E-03 ; 1.142247E-02
 2.400000E-03 ; 1.106735E-02
 2.500000E-03 ; 1.063129E-02
 2.600000E-03 ; 1.012355E-02
 2.700000E-03 ; 9.553949E-03
 2.800000E-03 ; 8.932388E-03
 2.900000E-03 ; 8.268402E-03
 3.000000E-03 ; 7.570815E-03
 3.100000E-03 ; 6.847496E-03
 3.200000E-03 ; 6.105221E-03
 3.300000E-03 ; 5.349613E-03
 3.400000E-03 ; 4.585168E-03
 3.500000E-03 ; 3.815323E-03
 3.600000E-03 ; 3.042579E-03
 3.700000E-03 ; 2.268630E-03
 3.800000E-03 ; 1.494531E-03
 3.900000E-03 ; 7.208508E-04
 4.000000E-03 ;-5.215574E-05
 4.100000E-03 ;-8.243819E-04
 4.200000E-03 ;-1.595703E-03
 4.300000E-03 ;-2.365811E-03
 4.400000E-03 ;-3.134052E-03
 4.500000E-03 ;-3.899265E-03
 4.600000E-03 ;-4.659629E-03
 4.700000E-03 ;-5.412521E-03
 4.800000E-03 ;-6.154394E-03
 4.900000E-03 ;-6.880683E-03
 5.000000E-03 ;-7.585755E-03
 5.100000E-03 ;-8.262920E-03
 5.200000E-03 ;-8.904508E-03
 5.300000E-03 ;-9.502039E-03
 5.400000E-03 ;-1.004648E-02
 5.500000E-03 ;-1.052860E-02
 5.600000E-03 ;-1.093940E-02
 5.700000E-03 ;-1.127056E-02
 5.800000E-03 ;-1.151498E-02
 5.900000E-03 ;-1.166720E-02
 6.000000E-03 ;-1.172380E-02
 6.100000E-03 ;-1.168358E-02
 6.200000E-03 ;-1.154774E-02
 6.300000E-03 ;-1.131970E-02
 6.400000E-03 ;-1.100493E-02
 6.500000E-03 ;-1.061053E-02
 6.600000E-03 ;-1.014483E-02
 6.700000E-03 ;-9.616834E-03
 6.800000E-03 ;-9.035819E-03
 6.900000E-03 ;-8.410858E-03
 7.000000E-03 ;-7.750499E-03
 7.100000E-03 ;-7.062497E-03
 7.200000E-03 ;-6.353650E-03
 7.300000E-03 ;-5.629715E-03
 7.400000E-03 ;-4.895397E-03
 7.500000E-03 ;-4.154395E-03
 7.600000E-03 ;-3.409485E-03
 7.700000E-03 ;-2.662640E-03
 7.800000E-03 ;-1.915160E-03
 7.900000E-03 ;-1.167819E-03
 8.000000E-03 ;-4.210098E-04
 8.100000E-03 ; 3.251008E-04
 8.200000E-03 ; 1.070426E-03
 8.300000E-03 ; 1.814806E-03
 8.400000E-03 ; 2.557864E-03
 8.500000E-03 ; 3.298855E-03
 8.600000E-03 ; 4.036530E-03
 8.700000E-03 ; 4.768991E-03
 8.800000E-03 ; 5.493576E-03
 8.900000E-03 ; 6.206752E-03
 9.000000E-03 ; 6.904035E-03
 9.100000E-03 ; 7.579965E-03
 9.200000E-03 ; 8.228116E-03
 9.300000E-03 ; 8.841193E-03
 9.400000E-03 ; 9.411189E-03
 9.500000E-03 ; 9.929636E-03
 9.600000E-03 ; 1.038793E-02
 9.700000E-03 ; 1.077772E-02
 9.800000E-03 ; 1.109135E-02
 9.900000E-03 ; 1.132230E-02
 1.000000E-02 ; 1.146558E-02
 1.010000E-02 ; 1.151806E-02
 1.020000E-02 ; 1.147870E-02
 1.030000E-02 ; 1.134861E-02
 1.040000E-02 ; 1.113097E-02
 1.050000E-02 ; 1.083082E-02
 1.060000E-02 ; 1.045474E-02
 1.070000E-02 ; 1.001041E-02
 1.080000E-02 ; 9.506206E-03
 1.090000E-02 ; 8.950772E-03
 1.100000E-02 ; 8.352606E-03
 1.110000E-02 ; 7.719759E-03
 1.120000E-02 ; 7.059584E-03
 1.130000E-02 ; 6.378574E-03
 1.140000E-02 ; 5.682280E-03
 1.150000E-02 ; 4.975285E-03
 1.160000E-02 ; 4.261236E-03
 1.170000E-02 ; 3.542917E-03
 1.180000E-02 ; 2.822347E-03
 1.190000E-02 ; 2.100896E-03
 1.200000E-02 ; 1.379412E-03
 1.210000E-02 ; 6.583573E-04
 1.220000E-02 ;-6.206040E-05
 1.230000E-02 ;-7.817499E-04
 1.240000E-02 ;-1.500603E-03
 1.250000E-02 ;-2.218361E-03
 1.260000E-02 ;-2.934483E-03
 1.270000E-02 ;-3.648013E-03
 1.280000E-02 ;-4.357459E-03
 1.290000E-02 ;-5.060674E-03
 1.300000E-02 ;-5.754755E-03
 1.310000E-02 ;-6.435960E-03
 1.320000E-02 ;-7.099660E-03
 1.330000E-02 ;-7.740328E-03
 1.340000E-02 ;-8.351589E-03
 1.350000E-02 ;-8.926327E-03
 1.360000E-02 ;-9.456866E-03
 1.370000E-02 ;-9.935224E-03
 1.380000E-02 ;-1.035343E-02
 1.390000E-02 ;-1.070391E-02
 1.400000E-02 ;-1.097986E-02
 1.410000E-02 ;-1.117564E-02
 1.420000E-02 ;-1.128716E-02
 1.430000E-02 ;-1.131207E-02
 1.440000E-02 ;-1.124999E-02
 1.450000E-02 ;-1.110249E-02
 1.460000E-02 ;-1.087300E-02
 1.470000E-02 ;-1.056660E-02
 1.480000E-02 ;-1.018966E-02
 1.490000E-02 ;-9.749518E-03
 1.500000E-02 ;-9.254056E-03
 1.510000E-02 ;-8.711320E-03
 1.520000E-02 ;-8.129187E-03
 1.530000E-02 ;-7.515081E-03
 1.540000E-02 ;-6.875768E-03
 1.550000E-02 ;-6.217213E-03
 1.560000E-02 ;-5.544516E-03
 1.570000E-02 ;-4.861889E-03
 1.580000E-02 ;-4.172693E-03
 1.590000E-02 ;-3.479500E-03
 1.600000E-02 ;-2.784183E-03
 1.610000E-02 ;-2.088024E-03
 1.620000E-02 ;-1.391824E-03
 1.630000E-02 ;-6.960267E-04
 1.640000E-02 ;-8.362021E-07
 1.650000E-02 ; 6.936582E-04
 1.660000E-02 ; 1.387363E-03
 1.670000E-02 ; 2.080059E-03
 1.680000E-02 ; 2.771284E-03
 1.690000E-02 ; 3.460214E-03
 1.700000E-02 ; 4.145551E-03
 1.710000E-02 ; 4.825418E-03
 1.720000E-02 ; 5.497262E-03
 1.730000E-02 ; 6.157777E-03
 1.740000E-02 ; 6.802852E-03
 1.750000E-02 ; 7.427555E-03
 1.760000E-02 ; 8.026162E-03
 1.770000E-02 ; 8.592233E-03
 1.780000E-02 ; 9.118763E-03
 1.790000E-02 ; 9.598384E-03
 1.800000E-02 ; 1.002364E-02
 1.810000E-02 ; 1.038730E-02
 1.820000E-02 ; 1.068270E-02
 1.830000E-02 ; 1.090415E-02
 1.840000E-02 ; 1.104718E-02
 1.850000E-02 ; 1.110890E-02
 1.860000E-02 ; 1.108811E-02
 1.870000E-02 ; 1.098543E-02
 1.880000E-02 ; 1.080324E-02
 1.890000E-02 ; 1.054553E-02
 1.900000E-02 ; 1.021764E-02
 1.910000E-02 ; 9.825969E-03
 1.920000E-02 ; 9.377624E-03
 1.930000E-02 ; 8.880046E-03
 1.940000E-02 ; 8.340699E-03
 1.950000E-02 ; 7.766780E-03
 1.960000E-02 ; 7.164989E-03
 1.970000E-02 ; 6.541371E-03
 1.980000E-02 ; 5.901213E-03
 1.990000E-02 ; 5.248995E-03
 2.000000E-02 ; 4.588393E-03
 2.010000E-02 ; 3.922320E-03
 2.020000E-02 ; 3.252986E-03
 2.030000E-02 ; 2.581990E-03
 2.040000E-02 ; 1.910410E-03
 2.050000E-02 ; 1.238911E-03
 2.060000E-02 ; 5.678548E-04
 2.070000E-02 ;-1.025960E-04
 2.080000E-02 ;-7.723652E-04
 2.090000E-02 ;-1.441355E-03
 2.100000E-02 ;-2.109341E-03
 2.110000E-02 ;-2.775860E-03
 2.120000E-02 ;-3.440113E-03
 2.130000E-02 ;-4.100856E-03
 2.140000E-02 ;-4.756312E-03
 2.150000E-02 ;-5.404082E-03
 2.160000E-02 ;-6.041080E-03
 2.170000E-02 ;-6.663482E-03
 2.180000E-02 ;-7.266715E-03
 2.190000E-02 ;-7.845480E-03
 2.200000E-02 ;-8.393820E-03
 2.210000E-02 ;-8.905251E-03
 2.220000E-02 ;-9.372942E-03
 2.230000E-02 ;-9.789949E-03
 2.240000E-02 ;-1.014950E-02
 2.250000E-02 ;-1.044532E-02
 2.260000E-02 ;-1.067192E-02
 2.270000E-02 ;-1.082494E-02
 2.280000E-02 ;-1.090137E-02
 2.290000E-02 ;-1.089976E-02
 2.300000E-02 ;-1.082030E-02
 2.310000E-02 ;-1.066478E-02
 2.320000E-02 ;-1.043656E-02
 2.330000E-02 ;-1.014025E-02
 2.340000E-02 ;-9.781571E-03
 2.350000E-02 ;-9.366936E-03
 2.360000E-02 ;-8.903207E-03
 2.370000E-02 ;-8.397353E-03
 2.380000E-02 ;-7.856189E-03
 2.390000E-02 ;-7.286154E-03
 2.400000E-02 ;-6.693134E-03
 2.410000E-02 ;-6.082358E-03
 2.420000E-02 ;-5.458331E-03
 2.430000E-02 ;-4.824817E-03
 2.440000E-02 ;-4.184861E-03
 2.450000E-02 ;-3.540838E-03
 2.460000E-02 ;-2.894518E-03
 2.470000E-02 ;-2.247153E-03
 2.480000E-02 ;-1.599561E-03
 2.490000E-02 ;-9.522300E-04
 2.500000E-02 ;-3.054065E-04
 2.510000E-02 ; 3.408004E-04
 2.520000E-02 ; 9.863241E-04
 2.530000E-02 ; 1.631043E-03
 2.540000E-02 ; 2.274684E-03
 2.550000E-02 ; 2.916728E-03
 2.560000E-02 ; 3.556315E-03
 2.570000E-02 ; 4.192160E-03
 2.580000E-02 ; 4.822463E-03
 2.590000E-02 ; 5.444842E-03
 2.600000E-02 ; 6.056274E-03
 2.610000E-02 ; 6.653059E-03
 2.620000E-02 ; 7.230812E-03
 2.630000E-02 ; 7.784495E-03
 2.640000E-02 ; 8.308487E-03
 2.650000E-02 ; 8.796703E-03
 2.660000E-02 ; 9.242770E-03
 2.670000E-02 ; 9.640237E-03
 2.680000E-02 ; 9.982841E-03
 2.690000E-02 ; 1.026478E-02
 2.700000E-02 ; 1.048101E-02
 2.710000E-02 ; 1.062750E-02
 2.720000E-02 ; 1.070149E-02
 2.730000E-02 ; 1.070160E-02
 2.740000E-02 ; 1.062799E-02
 2.750000E-02 ; 1.048228E-02
 2.760000E-02 ; 1.026748E-02
 2.770000E-02 ; 9.987830E-03
 2.780000E-02 ; 9.648532E-03
 2.790000E-02 ; 9.255509E-03
 2.800000E-02 ; 8.815097E-03
 2.810000E-02 ; 8.333779E-03
 2.820000E-02 ; 7.817930E-03
 2.830000E-02 ; 7.273611E-03
 2.840000E-02 ; 6.706410E-03
 2.850000E-02 ; 6.121330E-03
 2.860000E-02 ; 5.522719E-03
 2.870000E-02 ; 4.914255E-03
 2.880000E-02 ; 4.298947E-03
 2.890000E-02 ; 3.679181E-03
 2.900000E-02 ; 3.056769E-03
 2.910000E-02 ; 2.433025E-03
 2.920000E-02 ; 1.808839E-03
 2.930000E-02 ; 1.184768E-03
 2.940000E-02 ; 5.611164E-04
 2.950000E-02 ;-6.197318E-05
 2.960000E-02 ;-6.844332E-04
 2.970000E-02 ;-1.306184E-03
 2.980000E-02 ;-1.927046E-03
 2.990000E-02 ;-2.546657E-03
 3.000000E-02 ;-3.164386E-03
 3.010000E-02 ;-3.779251E-03
 3.020000E-02 ;-4.389841E-03
 3.030000E-02 ;-4.994251E-03
 3.040000E-02 ;-5.590014E-03
 3.050000E-02 ;-6.174065E-03
 3.060000E-02 ;-6.742715E-03
 3.070000E-02 ;-7.291657E-03
 3.080000E-02 ;-7.816006E-03
 3.090000E-02 ;-8.310381E-03
 3.100000E-02 ;-8.769024E-03
 3.110000E-02 ;-9.185972E-03
 3.120000E-02 ;-9.555258E-03
 3.130000E-02 ;-9.871154E-03
 3.140000E-02 ;-1.012842E-02
 3.150000E-02 ;-1.032258E-02
 3.160000E-02 ;-1.045012E-02
 3.170000E-02 ;-1.050872E-02
 3.180000E-02 ;-1.049736E-02
 3.190000E-02 ;-1.041640E-02
 3.200000E-02 ;-1.026753E-02
 3.210000E-02 ;-1.005372E-02
 3.220000E-02 ;-9.778988E-03
 3.230000E-02 ;-9.448258E-03
 3.240000E-02 ;-9.067058E-03
 3.250000E-02 ;-8.641290E-03
 3.260000E-02 ;-8.176973E-03
 3.270000E-02 ;-7.680027E-03
 3.280000E-02 ;-7.156083E-03
 3.290000E-02 ;-6.610343E-03
 3.300000E-02 ;-6.047474E-03
 3.310000E-02 ;-5.471554E-03
 3.320000E-02 ;-4.886045E-03
 3.330000E-02 ;-4.293800E-03
 3.340000E-02 ;-3.697098E-03
 3.350000E-02 ;-3.097690E-03
 3.360000E-02 ;-2.496859E-03
 3.370000E-02 ;-1.895496E-03
 3.380000E-02 ;-1.294167E-03
 3.390000E-02 ;-6.931996E-04
 3.400000E-02 ;-9.275147E-05
 3.410000E-02 ; 5.071042E-04
 3.420000E-02 ; 1.106304E-03
 3.430000E-02 ; 1.704714E-03
 3.440000E-02 ; 2.302058E-03
 3.450000E-02 ; 2.897836E-03
 3.460000E-02 ; 3.491253E-03
 3.470000E-02 ; 4.081150E-03
 3.480000E-02 ; 4.665934E-03
 3.490000E-02 ; 5.243525E-03
 3.500000E-02 ; 5.811311E-03
 3.510000E-02 ; 6.366115E-03
 3.520000E-02 ; 6.904193E-03
 3.530000E-02 ; 7.421254E-03
 3.540000E-02 ; 7.912516E-03
 3.550000E-02 ; 8.372794E-03
 3.560000E-02 ; 8.796631E-03
 3.570000E-02 ; 9.178467E-03
 3.580000E-02 ; 9.512835E-03
 3.590000E-02 ; 9.794586E-03
 3.600000E-02 ; 1.001912E-02
 3.610000E-02 ; 1.018259E-02
 3.620000E-02 ; 1.028216E-02
 3.630000E-02 ; 1.031607E-02
 3.640000E-02 ; 1.028380E-02
 3.650000E-02 ; 1.018610E-02
 3.660000E-02 ; 1.002488E-02
 3.670000E-02 ; 9.803202E-03
 3.680000E-02 ; 9.525037E-03
 3.690000E-02 ; 9.195107E-03
 3.700000E-02 ; 8.818643E-03
 3.710000E-02 ; 8.401163E-03
 3.720000E-02 ; 7.948252E-03
 3.730000E-02 ; 7.465369E-03
 3.740000E-02 ; 6.957688E-03
 3.750000E-02 ; 6.429974E-03
 3.760000E-02 ; 5.886501E-03
 3.770000E-02 ; 5.330997E-03
 3.780000E-02 ; 4.766632E-03
 3.790000E-02 ; 4.196022E-03
 3.800000E-02 ; 3.621261E-03
 3.810000E-02 ; 3.043965E-03
 3.820000E-02 ; 2.465324E-03
 3.830000E-02 ; 1.886170E-03
 3.840000E-02 ; 1.307040E-03
 3.850000E-02 ; 7.282449E-04
 3.860000E-02 ; 1.499432E-04
 3.870000E-02 ;-4.277933E-04
 3.880000E-02 ;-1.004908E-03
 3.890000E-02 ;-1.581289E-03
 3.900000E-02 ;-2.156702E-03
 3.910000E-02 ;-2.730724E-03
 3.920000E-02 ;-3.302672E-03
 3.930000E-02 ;-3.871545E-03
 3.940000E-02 ;-4.435959E-03
 3.950000E-02 ;-4.994100E-03
 3.960000E-02 ;-5.543675E-03
 3.970000E-02 ;-6.081886E-03
 3.980000E-02 ;-6.605417E-03
 3.990000E-02 ;-7.110444E-03
 4.000000E-02 ;-7.592680E-03
 4.010000E-02 ;-8.047435E-03
 4.020000E-02 ;-8.469730E-03
 4.030000E-02 ;-8.854425E-03
 4.040000E-02 ;-9.196393E-03
 4.050000E-02 ;-9.490710E-03
 4.060000E-02 ;-9.732857E-03
 4.070000E-02 ;-9.918925E-03
 4.080000E-02 ;-1.004581E-02
 4.090000E-02 ;-1.011136E-02
 4.100000E-02 ;-1.011450E-02
 4.110000E-02 ;-1.005528E-02
 4.120000E-02 ;-9.934901E-03
 4.130000E-02 ;-9.755594E-03
 4.140000E-02 ;-9.520560E-03
 4.150000E-02 ;-9.233780E-03
 4.160000E-02 ;-8.899830E-03
 4.170000E-02 ;-8.523679E-03
 4.180000E-02 ;-8.110486E-03
 4.190000E-02 ;-7.665410E-03
 4.200000E-02 ;-7.193450E-03
 4.210000E-02 ;-6.699307E-03
 4.220000E-02 ;-6.187291E-03
 4.230000E-02 ;-5.661243E-03
 4.240000E-02 ;-5.124509E-03
 4.250000E-02 ;-4.579923E-03
 4.260000E-02 ;-4.029819E-03
 4.270000E-02 ;-3.476064E-03
 4.280000E-02 ;-2.920093E-03
 4.290000E-02 ;-2.362968E-03
 4.300000E-02 ;-1.805427E-03
 4.310000E-02 ;-1.247946E-03
 4.320000E-02 ;-6.908042E-04
 4.330000E-02 ;-1.341413E-04
 4.340000E-02 ; 4.219764E-04
 4.350000E-02 ; 9.774952E-04
 4.360000E-02 ; 1.532312E-03
 4.370000E-02 ; 2.086214E-03
 4.380000E-02 ; 2.638815E-03
 4.390000E-02 ; 3.189501E-03
 4.400000E-02 ; 3.737368E-03
 4.410000E-02 ; 4.281175E-03
 4.420000E-02 ; 4.819288E-03
 4.430000E-02 ; 5.349646E-03
 4.440000E-02 ; 5.869733E-03
 4.450000E-02 ; 6.376559E-03
 4.460000E-02 ; 6.866675E-03
 4.470000E-02 ; 7.336194E-03
 4.480000E-02 ; 7.780852E-03
 4.490000E-02 ; 8.196094E-03
 4.500000E-02 ; 8.577185E-03
 4.510000E-02 ; 8.919356E-03
 4.520000E-02 ; 9.217969E-03
 4.530000E-02 ; 9.468694E-03
 4.540000E-02 ; 9.667696E-03
 4.550000E-02 ; 9.811811E-03
 4.560000E-02 ; 9.898694E-03
 4.570000E-02 ; 9.926942E-03
 4.580000E-02 ; 9.896165E-03
 4.590000E-02 ; 9.807005E-03
 4.600000E-02 ; 9.661104E-03
 4.610000E-02 ; 9.461023E-03
 4.620000E-02 ; 9.210111E-03
 4.630000E-02 ; 8.912346E-03
 4.640000E-02 ; 8.572164E-03
 4.650000E-02 ; 8.194268E-03
 4.660000E-02 ; 7.783458E-03
 4.670000E-02 ; 7.344469E-03
 4.680000E-02 ; 6.881839E-03
 4.690000E-02 ; 6.399794E-03
 4.700000E-02 ; 5.902180E-03
 4.710000E-02 ; 5.392404E-03
 4.720000E-02 ; 4.873414E-03
 4.730000E-02 ; 4.347697E-03
 4.740000E-02 ; 3.817292E-03
 4.750000E-02 ; 3.283819E-03
 4.760000E-02 ; 2.748522E-03
 4.770000E-02 ; 2.212313E-03
 4.780000E-02 ; 1.675822E-03
 4.790000E-02 ; 1.139454E-03
 4.800000E-02 ; 6.034415E-04
 4.810000E-02 ; 6.790203E-05
 4.820000E-02 ;-4.671074E-04
 4.830000E-02 ;-1.001534E-03
 4.840000E-02 ;-1.535277E-03
 4.850000E-02 ;-2.068126E-03
 4.860000E-02 ;-2.599718E-03
 4.870000E-02 ;-3.129474E-03
 4.880000E-02 ;-3.656555E-03
 4.890000E-02 ;-4.179814E-03
 4.900000E-02 ;-4.697749E-03
 4.910000E-02 ;-5.208471E-03
 4.920000E-02 ;-5.709679E-03
 4.930000E-02 ;-6.198645E-03
 4.940000E-02 ;-6.672217E-03
 4.950000E-02 ;-7.126846E-03
 4.960000E-02 ;-7.558632E-03
 4.970000E-02 ;-7.963397E-03
 4.980000E-02 ;-8.336779E-03
 4.990000E-02 ;-8.674362E-03
 5.000000E-02 ;-8.971813E-03
 5.010000E-02 ;-9.225043E-03
 5.020000E-02 ;-9.430372E-03
 5.030000E-02 ;-9.584686E-03
 5.040000E-02 ;-9.685582E-03
 5.050000E-02 ;-9.731479E-03
 5.060000E-02 ;-9.721704E-03
 5.070000E-02 ;-9.656517E-03
 5.080000E-02 ;-9.537105E-03
 5.090000E-02 ;-9.365519E-03
 5.100000E-02 ;-9.144578E-03
 5.110000E-02 ;-8.877738E-03
 5.120000E-02 ;-8.568934E-03
 5.130000E-02 ;-8.222427E-03
 5.140000E-02 ;-7.842634E-03
 5.150000E-02 ;-7.433987E-03
 5.160000E-02 ;-7.000793E-03
 5.170000E-02 ;-6.547131E-03
 5.180000E-02 ;-6.076764E-03
 5.190000E-02 ;-5.593085E-03
 5.200000E-02 ;-5.099078E-03
 5.210000E-02 ;-4.597307E-03
 5.220000E-02 ;-4.089922E-03
 5.230000E-02 ;-3.578671E-03
 5.240000E-02 ;-3.064938E-03
 5.250000E-02 ;-2.549776E-03
 5.260000E-02 ;-2.033947E-03
 5.270000E-02 ;-1.517977E-03
 5.280000E-02 ;-1.002195E-03
 5.290000E-02 ;-4.867887E-04
 5.300000E-02 ; 2.814851E-05
 5.310000E-02 ; 5.425681E-04
 5.320000E-02 ; 1.056417E-03
 5.330000E-02 ; 1.569588E-03
 5.340000E-02 ; 2.081872E-03
 5.350000E-02 ; 2.592912E-03
 5.360000E-02 ; 3.102151E-03
 5.370000E-02 ; 3.608795E-03
 5.380000E-02 ; 4.111764E-03
 5.390000E-02 ; 4.609659E-03
 5.400000E-02 ; 5.100726E-03
 5.410000E-02 ; 5.582838E-03
 5.420000E-02 ; 6.053483E-03
 5.430000E-02 ; 6.509762E-03
 5.440000E-02 ; 6.948416E-03
 5.450000E-02 ; 7.365865E-03
 5.460000E-02 ; 7.758266E-03
 5.470000E-02 ; 8.121603E-03
 5.480000E-02 ; 8.451793E-03
 5.490000E-02 ; 8.744809E-03
 5.500000E-02 ; 8.996822E-03
 5.510000E-02 ; 9.204344E-03
 5.520000E-02 ; 9.364373E-03
 5.530000E-02 ; 9.474522E-03
 5.540000E-02 ; 9.533131E-03
 5.550000E-02 ; 9.539344E-03
 5.560000E-02 ; 9.493149E-03
 5.570000E-02 ; 9.395382E-03
 5.580000E-02 ; 9.247685E-03
 5.590000E-02 ; 9.052428E-03
 5.600000E-02 ; 8.812605E-03
 5.610000E-02 ; 8.531700E-03
 5.620000E-02 ; 8.213548E-03
 5.630000E-02 ; 7.862191E-03
 5.640000E-02 ; 7.481735E-03
 5.650000E-02 ; 7.076230E-03
 5.660000E-02 ; 6.649561E-03
 5.670000E-02 ; 6.205362E-03
 5.680000E-02 ; 5.746956E-03
 5.690000E-02 ; 5.277309E-03
 5.700000E-02 ; 4.799011E-03
 5.710000E-02 ; 4.314271E-03
 5.720000E-02 ; 3.824926E-03
 5.730000E-02 ; 3.332462E-03
 5.740000E-02 ; 2.838042E-03
 5.750000E-02 ; 2.342547E-03
 5.760000E-02 ; 1.846605E-03
 5.770000E-02 ; 1.350645E-03
 5.780000E-02 ; 8.549285E-04
 5.790000E-02 ; 3.596036E-04
 5.800000E-02 ;-1.352574E-04
 5.810000E-02 ;-6.296121E-04
 5.820000E-02 ;-1.123404E-03
 5.830000E-02 ;-1.616520E-03
 5.840000E-02 ;-2.108747E-03
 5.850000E-02 ;-2.599730E-03
 5.860000E-02 ;-3.088930E-03
 5.870000E-02 ;-3.575585E-03
 5.880000E-02 ;-4.058675E-03
 5.890000E-02 ;-4.536885E-03
 5.900000E-02 ;-5.008580E-03
 5.910000E-02 ;-5.471786E-03
 5.920000E-02 ;-5.924178E-03
 5.930000E-02 ;-6.363085E-03
 5.940000E-02 ;-6.785506E-03
 5.950000E-02 ;-7.188148E-03
 5.960000E-02 ;-7.567478E-03
 5.970000E-02 ;-7.919798E-03
 5.980000E-02 ;-8.241339E-03
 5.990000E-02 ;-8.528369E-03
 6.000000E-02 ;-8.777317E-03
 6.010000E-02 ;-8.984901E-03
 6.020000E-02 ;-9.148254E-03
 6.030000E-02 ;-9.265047E-03
 6.040000E-02 ;-9.333589E-03
 6.050000E-02 ;-9.352903E-03
 6.060000E-02 ;-9.322770E-03
 6.070000E-02 ;-9.243742E-03
 6.080000E-02 ;-9.117116E-03
 6.090000E-02 ;-8.944874E-03
 6.100000E-02 ;-8.729597E-03
 6.110000E-02 ;-8.474352E-03
 6.120000E-02 ;-8.182576E-03
 6.130000E-02 ;-7.857939E-03
 6.140000E-02 ;-7.504224E-03
 6.150000E-02 ;-7.125209E-03
 6.160000E-02 ;-6.724562E-03
 6.170000E-02 ;-6.305759E-03
 6.180000E-02 ;-5.872020E-03
 6.190000E-02 ;-5.426258E-03
 6.200000E-02 ;-4.971055E-03
 6.210000E-02 ;-4.508646E-03
 6.220000E-02 ;-4.040926E-03
 6.230000E-02 ;-3.569459E-03
 6.240000E-02 ;-3.095499E-03
 6.250000E-02 ;-2.620024E-03
 6.260000E-02 ;-2.143761E-03
 6.270000E-02 ;-1.667230E-03
 6.280000E-02 ;-1.190774E-03
 6.290000E-02 ;-7.146023E-04
 6.300000E-02 ;-2.388301E-04
 6.310000E-02 ; 2.364859E-04
 6.320000E-02 ; 7.113065E-04
 6.330000E-02 ; 1.185572E-03
 6.340000E-02 ; 1.659162E-03
 6.350000E-02 ; 2.131861E-03
 6.360000E-02 ; 2.603319E-03
 6.370000E-02 ; 3.073015E-03
 6.380000E-02 ; 3.540221E-03
 6.390000E-02 ; 4.003973E-03
 6.400000E-02 ; 4.463039E-03
 6.410000E-02 ; 4.915897E-03
 6.420000E-02 ; 5.360716E-03
 6.430000E-02 ; 5.795350E-03
 6.440000E-02 ; 6.217338E-03
 6.450000E-02 ; 6.623921E-03
 6.460000E-02 ; 7.012076E-03
 6.470000E-02 ; 7.378556E-03
 6.480000E-02 ; 7.719962E-03
 6.490000E-02 ; 8.032819E-03
 6.500000E-02 ; 8.313676E-03
 6.510000E-02 ; 8.559207E-03
 6.520000E-02 ; 8.766331E-03
 6.530000E-02 ; 8.932323E-03
 6.540000E-02 ; 9.054923E-03
 6.550000E-02 ; 9.132427E-03
 6.560000E-02 ; 9.163765E-03
 6.570000E-02 ; 9.148545E-03
 6.580000E-02 ; 9.087071E-03
 6.590000E-02 ; 8.980333E-03
 6.600000E-02 ; 8.829958E-03
 6.610000E-02 ; 8.638146E-03
 6.620000E-02 ; 8.407574E-03
 6.630000E-02 ; 8.141295E-03
 6.640000E-02 ; 7.842621E-03
 6.650000E-02 ; 7.515012E-03
 6.660000E-02 ; 7.161968E-03
 6.670000E-02 ; 6.786930E-03
 6.680000E-02 ; 6.393203E-03
 6.690000E-02 ; 5.983882E-03
 6.700000E-02 ; 5.561809E-03
 6.710000E-02 ; 5.129535E-03
 6.720000E-02 ; 4.689306E-03
 6.730000E-02 ; 4.243052E-03
 6.740000E-02 ; 3.792401E-03
 6.750000E-02 ; 3.338686E-03
 6.760000E-02 ; 2.882973E-03
 6.770000E-02 ; 2.426083E-03
 6.780000E-02 ; 1.968623E-03
 6.790000E-02 ; 1.511023E-03
 6.800000E-02 ; 1.053563E-03
 6.810000E-02 ; 5.964118E-04
 6.820000E-02 ; 1.396592E-04
 6.830000E-02 ;-3.166476E-04
 6.840000E-02 ;-7.724707E-04
 6.850000E-02 ;-1.227747E-03
 6.860000E-02 ;-1.682356E-03
 6.870000E-02 ;-2.136081E-03
 6.880000E-02 ;-2.588585E-03
 6.890000E-02 ;-3.039369E-03
 6.900000E-02 ;-3.487750E-03
 6.910000E-02 ;-3.932824E-03
 6.920000E-02 ;-4.373448E-03
 6.930000E-02 ;-4.808215E-03
 6.940000E-02 ;-5.235441E-03
 6.950000E-02 ;-5.653156E-03
 6.960000E-02 ;-6.059105E-03
 6.970000E-02 ;-6.450766E-03
 6.980000E-02 ;-6.825370E-03
